Page,Word,Count,Translated Word
46,them,1,them (translated to ko)
46,on,2,on (translated to ko)
46,display.,2,display. (translated to ko)
46,(2),2,(2) (translated to ko)
46,input,5,input (translated to ko)
46,monitor,6,monitor (translated to ko)
46,(i/o,1,(i/o (translated to ko)
46,monitor),1,monitor) (translated to ko)
46,this,1,this (translated to ko)
46,analog,4,analog (translated to ko)
46,values,1,values (translated to ko)
46,individual,1,individual (translated to ko)
46,monitoring,1,monitoring (translated to ko)
46,display,1,display (translated to ko)
46,enables,1,enables (translated to ko)
46,quality,1,quality (translated to ko)
46,each,3,each (translated to ko)
46,circuit/sensor,1,circuit/sensor (translated to ko)
46,judged.,1,judged. (translated to ko)
46,i/o,5,i/o (translated to ko)
46,1,1,1 (translated to ko)
46,temperature,1,temperature (translated to ko)
46,voltage,1,voltage (translated to ko)
46,at,2,at (translated to ko)
46,respective,1,respective (translated to ko)
46,terminal,1,terminal (translated to ko)
46,component,1,component (translated to ko)
46,by,1,by (translated to ko)
46,2,1,2 (translated to ko)
46,on/off,3,on/off (translated to ko)
46,switches,2,switches (translated to ko)
46,voltages,2,voltages (translated to ko)
46,sensors.,2,sensors. (translated to ko)
46,(3),2,(3) (translated to ko)
46,3,1,3 (translated to ko)
46,(4),2,(4) (translated to ko)
46,4,1,4 (translated to ko)
46,other,1,other (translated to ko)
46,switches.,1,switches. (translated to ko)
46,active,3,active (translated to ko)
46,test,3,test (translated to ko)
46,(active,1,(active (translated to ko)
46,test),1,test) (translated to ko)
46,"mode,",1,"mode, (translated to ko)"
46,forcibly,1,forcibly (translated to ko)
46,outputs,1,outputs (translated to ko)
46,an,1,an (translated to ko)
46,signal,1,signal (translated to ko)
46,(on,1,(on (translated to ko)
46,or,2,or (translated to ko)
46,off,1,off (translated to ko)
46,signal),1,signal) (translated to ko)
46,selected,1,selected (translated to ko)
46,item,1,item (translated to ko)
46,functional,1,functional (translated to ko)
46,inspection.,1,inspection. (translated to ko)
46,one,1,one (translated to ko)
46,most,1,most (translated to ko)
46,recent,1,recent (translated to ko)
46,code,1,code (translated to ko)
46,time,1,time (translated to ko)
46,is,1,is (translated to ko)
46,indicated,1,indicated (translated to ko)
46,right,1,right (translated to ko)
46,upper,1,upper (translated to ko)
46,corner,1,corner (translated to ko)
46,screen.,1,screen. (translated to ko)
49,diag,2,diag (translated to ko)
49,memory,2,memory (translated to ko)
49,general,1,general (translated to ko)
49,1.,2,1. (translated to ko)
49,the,7,the (translated to ko)
49,controller,1,controller (translated to ko)
49,stores,1,stores (translated to ko)
49,up,1,up (translated to ko)
49,to,3,to (translated to ko)
49,10,1,10 (translated to ko)
49,most,2,most (translated to ko)
49,recent,2,recent (translated to ko)
49,errors.,1,errors. (translated to ko)
49,on,3,on (translated to ko)
49,"screen,",1,"screen, (translated to ko)"
49,stored,1,stored (translated to ko)
49,diagnosis,2,diagnosis (translated to ko)
49,codes,1,codes (translated to ko)
49,are,1,are (translated to ko)
49,read,1,read (translated to ko)
49,and,2,and (translated to ko)
49,displayed,1,displayed (translated to ko)
49,two,1,two (translated to ko)
49,pages.,1,pages. (translated to ko)
49,2.,1,2. (translated to ko)
49,code,1,code (translated to ko)
49,is,1,is (translated to ko)
49,indicated,1,indicated (translated to ko)
49,as,3,as (translated to ko)
49,second,1,second (translated to ko)
49,one,1,one (translated to ko)
49,"2,",1,"2, (translated to ko)"
49,third,1,third (translated to ko)
49,3,1,3 (translated to ko)
49,so,1,so (translated to ko)
49,down,1,down (translated to ko)
49,10.,1,10. (translated to ko)
49,3.,1,3. (translated to ko)
49,peform,1,peform (translated to ko)
49,troubleshooting,1,troubleshooting (translated to ko)
49,for,1,for (translated to ko)
49,faulty,1,faulty (translated to ko)
49,portion,1,portion (translated to ko)
49,by,1,by (translated to ko)
49,referring,1,referring (translated to ko)
49,"""section",1,"""section (translated to ko)"
49,5.,1,5. (translated to ko)
49,"troubleshooting"".",1,"troubleshooting"". (translated to ko)"
50,in/out,2,in/out (translated to ko)
50,monitor,3,monitor (translated to ko)
50,menu,1,menu (translated to ko)
50,general,1,general (translated to ko)
50,1.,1,1. (translated to ko)
50,the,7,the (translated to ko)
50,function,1,function (translated to ko)
50,displays,1,displays (translated to ko)
50,on/off,1,on/off (translated to ko)
50,status,2,status (translated to ko)
50,of,2,of (translated to ko)
50,each,3,each (translated to ko)
50,switch,3,switch (translated to ko)
50,and,4,and (translated to ko)
50,analog,2,analog (translated to ko)
50,input,2,input (translated to ko)
50,value,2,value (translated to ko)
50,from,1,from (translated to ko)
50,sensor,1,sensor (translated to ko)
50,in,1,in (translated to ko)
50,"traveling,",1,"traveling, (translated to ko)"
50,material,1,material (translated to ko)
50,handling,1,handling (translated to ko)
50,eps,1,eps (translated to ko)
50,systems,1,systems (translated to ko)
50,on,3,on (translated to ko)
50,analyzer,1,analyzer (translated to ko)
50,screen.,1,screen. (translated to ko)
50,2.,1,2. (translated to ko)
50,displayed,1,displayed (translated to ko)
50,for,2,for (translated to ko)
50,judgment,1,judgment (translated to ko)
50,quality,1,quality (translated to ko)
50,sensor.,1,sensor. (translated to ko)
50,3.,1,3. (translated to ko)
50,detailed,1,detailed (translated to ko)
50,items,1,items (translated to ko)
50,that,1,that (translated to ko)
50,can,1,can (translated to ko)
50,be,1,be (translated to ko)
50,"monitored,",1,"monitored, (translated to ko)"
50,see,1,see (translated to ko)
50,"""analyzer",1,"""analyzer (translated to ko)"
50,screen,1,screen (translated to ko)
50,"list""",1,"list"" (translated to ko)"
50,page,1,page (translated to ko)
50,4-18.,1,4-18. (translated to ko)
51,i/o,1,i/o (translated to ko)
51,monitor,1,monitor (translated to ko)
51,1,1,1 (translated to ko)
51,this,1,this (translated to ko)
51,function,1,function (translated to ko)
51,indicates,1,indicates (translated to ko)
51,the,3,the (translated to ko)
51,temperature,1,temperature (translated to ko)
51,of,1,of (translated to ko)
51,each,1,each (translated to ko)
51,electrical,1,electrical (translated to ko)
51,component,1,component (translated to ko)
51,and,1,and (translated to ko)
51,voltage,1,voltage (translated to ko)
51,at,1,at (translated to ko)
51,respective,1,respective (translated to ko)
51,terminal.,1,terminal. (translated to ko)
53,i/o,1,i/o (translated to ko)
53,monitor,1,monitor (translated to ko)
53,2,1,2 (translated to ko)
53,this,1,this (translated to ko)
53,function,1,function (translated to ko)
53,indicates,1,indicates (translated to ko)
53,the,1,the (translated to ko)
53,on/off,1,on/off (translated to ko)
53,status,1,status (translated to ko)
53,of,2,of (translated to ko)
53,each,2,each (translated to ko)
53,traveling-related,1,traveling-related (translated to ko)
53,switch,1,switch (translated to ko)
53,and,1,and (translated to ko)
53,analog,1,analog (translated to ko)
53,input,1,input (translated to ko)
53,voltage,1,voltage (translated to ko)
53,sensor.,1,sensor. (translated to ko)
54,i/o,1,i/o (translated to ko)
54,monitor,1,monitor (translated to ko)
54,2,2,2 (translated to ko)
54,(2/2),1,(2/2) (translated to ko)
54,screen,1,screen (translated to ko)
54,use,1,use (translated to ko)
54,this,1,this (translated to ko)
54,function,1,function (translated to ko)
54,for,1,for (translated to ko)
54,checking,1,checking (translated to ko)
54,the,8,the (translated to ko)
54,vehicle,6,vehicle (translated to ko)
54,speed,3,speed (translated to ko)
54,sensor,4,sensor (translated to ko)
54,defect,1,defect (translated to ko)
54,detecting,1,detecting (translated to ko)
54,circuit,1,circuit (translated to ko)
54,1),1,1) (translated to ko)
54,ssd1:,2,ssd1: (translated to ko)
54,traveling,3,traveling (translated to ko)
54,rpm,3,rpm (translated to ko)
54,1,1,1 (translated to ko)
54,(pulse,2,(pulse (translated to ko)
54,count),2,count) (translated to ko)
54,2),1,2) (translated to ko)
54,ssd2:,2,ssd2: (translated to ko)
54,3),1,3) (translated to ko)
54,spd,2,spd (translated to ko)
54,m:,1,m: (translated to ko)
54,main,2,main (translated to ko)
54,(km/h),1,(km/h) (translated to ko)
54,•,1,• (translated to ko)
54,check,1,check (translated to ko)
54,each,1,each (translated to ko)
54,and,3,and (translated to ko)
54,under,1,under (translated to ko)
54,actual,1,actual (translated to ko)
54,state,1,state (translated to ko)
54,with,2,with (translated to ko)
54,wheels,1,wheels (translated to ko)
54,jacked,1,jacked (translated to ko)
54,up.,1,up. (translated to ko)
54,when,1,when (translated to ko)
54,is,2,is (translated to ko)
54,stopping:,1,stopping: (translated to ko)
54,00,2,00 (translated to ko)
54,spd:,1,spd: (translated to ko)
54,0.0,1,0.0 (translated to ko)
54,during,1,during (translated to ko)
54,acceleration,1,acceleration (translated to ko)
54,after,1,after (translated to ko)
54,starting,1,starting (translated to ko)
54,quality,1,quality (translated to ko)
54,ok,1,ok (translated to ko)
54,if,1,if (translated to ko)
54,both,1,both (translated to ko)
54,pulse,1,pulse (translated to ko)
54,counts,1,counts (translated to ko)
54,from,1,from (translated to ko)
54,ssd1,1,ssd1 (translated to ko)
54,ssd2,1,ssd2 (translated to ko)
54,increase,2,increase (translated to ko)
54,value,1,value (translated to ko)
54,speed.,1,speed. (translated to ko)
55,i/o,1,i/o (translated to ko)
55,monitor,1,monitor (translated to ko)
55,3,1,3 (translated to ko)
55,screen,1,screen (translated to ko)
56,i/o,5,i/o (translated to ko)
56,monitor,1,monitor (translated to ko)
56,4,1,4 (translated to ko)
56,this,2,this (translated to ko)
56,function,1,function (translated to ko)
56,displays,1,displays (translated to ko)
56,the,7,the (translated to ko)
56,analog,1,analog (translated to ko)
56,input,1,input (translated to ko)
56,voltage,1,voltage (translated to ko)
56,from,3,from (translated to ko)
56,any,1,any (translated to ko)
56,other,1,other (translated to ko)
56,switch,5,switch (translated to ko)
56,or,2,or (translated to ko)
56,sensor.,1,sensor. (translated to ko)
56,operation,1,operation (translated to ko)
56,procedure,1,procedure (translated to ko)
56,1.,1,1. (translated to ko)
56,display,2,display (translated to ko)
56,in/out,3,in/out (translated to ko)
56,menu,4,menu (translated to ko)
56,screen.,4,screen. (translated to ko)
56,2.,1,2. (translated to ko)
56,check,1,check (translated to ko)
56,that,1,that (translated to ko)
56,monitor4,4,monitor4 (translated to ko)
56,is,2,is (translated to ko)
56,highlighted,1,highlighted (translated to ko)
56,and,2,and (translated to ko)
56,press,1,press (translated to ko)
56,③,1,③ (translated to ko)
56,to,6,to (translated to ko)
56,3.,1,3. (translated to ko)
56,functions,1,functions (translated to ko)
56,of,1,of (translated to ko)
56,switches,1,switches (translated to ko)
56,on,1,on (translated to ko)
56,screen,6,screen (translated to ko)
56,are,1,are (translated to ko)
56,as,1,as (translated to ko)
56,follows:,1,follows: (translated to ko)
56,•,3,• (translated to ko)
56,①:,1,①: (translated to ko)
56,unused,2,unused (translated to ko)
56,(no,2,(no (translated to ko)
56,indication),2,indication) (translated to ko)
56,②:,1,②: (translated to ko)
56,③:,1,③: (translated to ko)
56,changes,1,changes (translated to ko)
56,note:,1,note: (translated to ko)
56,it,1,it (translated to ko)
56,impossible,1,impossible (translated to ko)
56,directly,1,directly (translated to ko)
56,jump,1,jump (translated to ko)
56,another,1,another (translated to ko)
56,test,2,test (translated to ko)
56,return,1,return (translated to ko)
56,analyzer,1,analyzer (translated to ko)
56,once,1,once (translated to ko)
56,go,1,go (translated to ko)
56,desired,1,desired (translated to ko)
56,then.,1,then. (translated to ko)
57,active,1,active (translated to ko)
57,test,1,test (translated to ko)
57,this,1,this (translated to ko)
57,function,1,function (translated to ko)
57,outputs,1,outputs (translated to ko)
57,electrical,1,electrical (translated to ko)
57,switch,1,switch (translated to ko)
57,on/off,1,on/off (translated to ko)
57,signals,2,signals (translated to ko)
57,and,1,and (translated to ko)
57,compares,1,compares (translated to ko)
57,controller,1,controller (translated to ko)
57,input,1,input (translated to ko)
57,with,1,with (translated to ko)
57,those,1,those (translated to ko)
57,signals.,1,signals. (translated to ko)
58,tuning,2,tuning (translated to ko)
58,general,1,general (translated to ko)
58,when,1,when (translated to ko)
58,the,5,the (translated to ko)
58,user,1,user (translated to ko)
58,requests,1,requests (translated to ko)
58,to,1,to (translated to ko)
58,limit,1,limit (translated to ko)
58,maximum,1,maximum (translated to ko)
58,speed,1,speed (translated to ko)
58,or,1,or (translated to ko)
58,weaken,1,weaken (translated to ko)
58,regenerative,1,regenerative (translated to ko)
58,braking,1,braking (translated to ko)
58,"force,",1,"force, (translated to ko)"
58,use,1,use (translated to ko)
58,plug-in,1,plug-in (translated to ko)
58,analyzer,1,analyzer (translated to ko)
58,and,1,and (translated to ko)
58,change,1,change (translated to ko)
58,setting,1,setting (translated to ko)
58,level.,1,level. (translated to ko)
58,twelve,1,twelve (translated to ko)
58,items,1,items (translated to ko)
58,including,1,including (translated to ko)
58,spares,1,spares (translated to ko)
58,are,1,are (translated to ko)
58,provided.,1,provided. (translated to ko)
60,remaining,1,remaining (translated to ko)
60,battery,2,battery (translated to ko)
60,charge,1,charge (translated to ko)
60,alarm,2,alarm (translated to ko)
60,and,1,and (translated to ko)
60,overdischarge,1,overdischarge (translated to ko)
60,setting,1,setting (translated to ko)
61,option,4,option (translated to ko)
61,set,3,set (translated to ko)
61,general,1,general (translated to ko)
61,use,1,use (translated to ko)
61,the,5,the (translated to ko)
61,function,1,function (translated to ko)
61,to,3,to (translated to ko)
61,adjust,1,adjust (translated to ko)
61,controller,1,controller (translated to ko)
61,and,1,and (translated to ko)
61,display,1,display (translated to ko)
61,control,1,control (translated to ko)
61,match,1,match (translated to ko)
61,setting,2,setting (translated to ko)
61,of,1,of (translated to ko)
61,vehicle.,2,vehicle. (translated to ko)
61,seven,1,seven (translated to ko)
61,items,2,items (translated to ko)
61,including,1,including (translated to ko)
61,spares,1,spares (translated to ko)
61,are,2,are (translated to ko)
61,provided.,1,provided. (translated to ko)
61,for,1,for (translated to ko)
61,a,1,a (translated to ko)
61,vehicle,1,vehicle (translated to ko)
61,with,1,with (translated to ko)
61,no,1,no (translated to ko)
61,led,1,led (translated to ko)
61,"display,",1,"display, (translated to ko)"
61,it,1,it (translated to ko)
61,is,1,is (translated to ko)
61,possible,1,possible (translated to ko)
61,only,1,only (translated to ko)
61,whether,1,whether (translated to ko)
61,or,1,or (translated to ko)
61,not,1,not (translated to ko)
61,battery,1,battery (translated to ko)
61,has,1,has (translated to ko)
61,been,1,been (translated to ko)
61,mounted,1,mounted (translated to ko)
61,on,1,on (translated to ko)
61,in,1,in (translated to ko)
61,this,1,this (translated to ko)
61,"case,",1,"case, (translated to ko)"
61,six,1,six (translated to ko)
61,remaining,1,remaining (translated to ko)
61,reserved,1,reserved (translated to ko)
61,as,1,as (translated to ko)
61,spares.,1,spares. (translated to ko)
62,tester,2,tester (translated to ko)
62,set,7,set (translated to ko)
62,general,1,general (translated to ko)
62,although,1,although (translated to ko)
62,the,8,the (translated to ko)
62,contrast,4,contrast (translated to ko)
62,and,1,and (translated to ko)
62,language,2,language (translated to ko)
62,functions,1,functions (translated to ko)
62,are,1,are (translated to ko)
62,displayed,1,displayed (translated to ko)
62,on,2,on (translated to ko)
62,menu,1,menu (translated to ko)
62,"screen,",1,"screen, (translated to ko)"
62,only,1,only (translated to ko)
62,function,2,function (translated to ko)
62,is,3,is (translated to ko)
62,used.,2,used. (translated to ko)
62,1.,1,1. (translated to ko)
62,this,3,this (translated to ko)
62,adjusts,1,adjusts (translated to ko)
62,of,1,of (translated to ko)
62,lcd,1,lcd (translated to ko)
62,display.,1,display. (translated to ko)
62,2.,2,2. (translated to ko)
62,not,1,not (translated to ko)
62,though,1,though (translated to ko)
62,may,1,may (translated to ko)
62,be,1,be (translated to ko)
62,selected,1,selected (translated to ko)
62,by,1,by (translated to ko)
62,moving,1,moving (translated to ko)
62,cursor,1,cursor (translated to ko)
62,"menu,",1,"menu, (translated to ko)"
62,display,1,display (translated to ko)
62,always,1,always (translated to ko)
62,made,1,made (translated to ko)
62,in,1,in (translated to ko)
62,english.,2,english. (translated to ko)
62,it,1,it (translated to ko)
62,"is,",1,"is, (translated to ko)"
62,"however,",1,"however, (translated to ko)"
62,recommended,1,recommended (translated to ko)
62,to,1,to (translated to ko)
62,select,1,select (translated to ko)
68,normally,1,normally (translated to ko)
68,indicated,1,indicated (translated to ko)
68,screen,1,screen (translated to ko)
70,power,3,power (translated to ko)
70,control,3,control (translated to ko)
70,function,2,function (translated to ko)
70,set,3,set (translated to ko)
70,screen,3,screen (translated to ko)
70,this,1,this (translated to ko)
70,sets,1,sets (translated to ko)
70,the,3,the (translated to ko)
70,drive,1,drive (translated to ko)
70,and,1,and (translated to ko)
70,lift,1,lift (translated to ko)
70,levels,1,levels (translated to ko)
70,independently.,1,independently. (translated to ko)
70,press,1,press (translated to ko)
70,switch,1,switch (translated to ko)
70,3,1,3 (translated to ko)
70,on,1,on (translated to ko)
70,over-speed,1,over-speed (translated to ko)
70,alarm,1,alarm (translated to ko)
70,to,2,to (translated to ko)
70,go,1,go (translated to ko)
70,screen.,1,screen. (translated to ko)
71,clock,2,clock (translated to ko)
71,set,4,set (translated to ko)
71,screen,1,screen (translated to ko)
71,the,3,the (translated to ko)
71,"year,",1,"year, (translated to ko)"
71,"month,",1,"month, (translated to ko)"
71,day,1,day (translated to ko)
71,of,1,of (translated to ko)
71,"week,",1,"week, (translated to ko)"
71,time,1,time (translated to ko)
71,and,2,and (translated to ko)
71,12/24,1,12/24 (translated to ko)
71,hour,1,hour (translated to ko)
71,system,1,system (translated to ko)
71,can,1,can (translated to ko)
71,be,1,be (translated to ko)
71,independently.,1,independently. (translated to ko)
71,press,2,press (translated to ko)
71,switch,2,switch (translated to ko)
71,②,1,② (translated to ko)
71,on,1,on (translated to ko)
71,power,1,power (translated to ko)
71,control,1,control (translated to ko)
71,function,1,function (translated to ko)
71,"screen,",1,"screen, (translated to ko)"
71,select,1,select (translated to ko)
71,"""no""",1,"""no"" (translated to ko)"
71,③,1,③ (translated to ko)
71,to,1,to (translated to ko)
71,open,1,open (translated to ko)
71,screen.,1,screen. (translated to ko)
72,diagnosis,4,diagnosis (translated to ko)
72,1.,1,1. (translated to ko)
72,when,1,when (translated to ko)
72,is,1,is (translated to ko)
72,"activated,",1,"activated, (translated to ko)"
72,a,1,a (translated to ko)
72,spanner,1,spanner (translated to ko)
72,symbol,1,symbol (translated to ko)
72,appears,1,appears (translated to ko)
72,on,1,on (translated to ko)
72,the,5,the (translated to ko)
72,display,1,display (translated to ko)
72,with,1,with (translated to ko)
72,alarm,1,alarm (translated to ko)
72,sounding,1,sounding (translated to ko)
72,to,3,to (translated to ko)
72,warn,1,warn (translated to ko)
72,operator,1,operator (translated to ko)
72,of,2,of (translated to ko)
72,an,1,an (translated to ko)
72,abnormal,1,abnormal (translated to ko)
72,state,1,state (translated to ko)
72,vehicle.,1,vehicle. (translated to ko)
72,2.,1,2. (translated to ko)
72,"also,",1,"also, (translated to ko)"
72,one,1,one (translated to ko)
72,or,1,or (translated to ko)
72,up,1,up (translated to ko)
72,3,1,3 (translated to ko)
72,codes,2,codes (translated to ko)
72,appear,1,appear (translated to ko)
72,indicate,1,indicate (translated to ko)
72,trouble,1,trouble (translated to ko)
72,positions.,1,positions. (translated to ko)
72,3.,1,3. (translated to ko)
72,battery,1,battery (translated to ko)
72,charge,1,charge (translated to ko)
72,can,1,can (translated to ko)
72,be,1,be (translated to ko)
72,checked,1,checked (translated to ko)
72,even,1,even (translated to ko)
72,while,1,while (translated to ko)
72,are,1,are (translated to ko)
72,displayed.,1,displayed. (translated to ko)
76,mask,2,mask (translated to ko)
76,functions,5,functions (translated to ko)
76,general,2,general (translated to ko)
76,in,2,in (translated to ko)
76,addition,1,addition (translated to ko)
76,to,1,to (translated to ko)
76,the,8,the (translated to ko)
76,described,1,described (translated to ko)
76,instruction,1,instruction (translated to ko)
76,manual,1,manual (translated to ko)
76,for,3,for (translated to ko)
76,use,3,use (translated to ko)
76,by,6,by (translated to ko)
76,"users,",1,"users, (translated to ko)"
76,"multi-screen,",1,"multi-screen, (translated to ko)"
76,multi-display,1,multi-display (translated to ko)
76,provides,1,provides (translated to ko)
76,following,1,following (translated to ko)
76,service,3,service (translated to ko)
76,staff,1,staff (translated to ko)
76,vehicle,1,vehicle (translated to ko)
76,maintenance,1,maintenance (translated to ko)
76,and,1,and (translated to ko)
76,specification,1,specification (translated to ko)
76,setting.,1,setting. (translated to ko)
76,are,1,are (translated to ko)
76,protected,1,protected (translated to ko)
76,password,1,password (translated to ko)
76,so,1,so (translated to ko)
76,that,1,that (translated to ko)
76,important,1,important (translated to ko)
76,internal,1,internal (translated to ko)
76,data,1,data (translated to ko)
76,will,1,will (translated to ko)
76,not,1,not (translated to ko)
76,be,1,be (translated to ko)
76,damaged,1,damaged (translated to ko)
76,wrong,1,wrong (translated to ko)
76,of,1,of (translated to ko)
76,users,1,users (translated to ko)
76,mistake.,1,mistake. (translated to ko)
77,how,1,how (translated to ko)
77,to,1,to (translated to ko)
77,use,1,use (translated to ko)
77,the,7,the (translated to ko)
77,mask,1,mask (translated to ko)
77,menu,1,menu (translated to ko)
77,screen,1,screen (translated to ko)
77,preparation,1,preparation (translated to ko)
77,caution:,1,caution: (translated to ko)
77,always,1,always (translated to ko)
77,jack,1,jack (translated to ko)
77,up,1,up (translated to ko)
77,frame,1,frame (translated to ko)
77,until,1,until (translated to ko)
77,drive,1,drive (translated to ko)
77,wheels,1,wheels (translated to ko)
77,(front,1,(front (translated to ko)
77,tires),1,tires) (translated to ko)
77,leave,1,leave (translated to ko)
77,ground,1,ground (translated to ko)
77,and,1,and (translated to ko)
77,support,1,support (translated to ko)
77,vehicle,1,vehicle (translated to ko)
77,with,1,with (translated to ko)
77,wooden,1,wooden (translated to ko)
77,block,1,block (translated to ko)
77,under,1,under (translated to ko)
77,both,1,both (translated to ko)
77,side,1,side (translated to ko)
77,frames,1,frames (translated to ko)
77,in,1,in (translated to ko)
77,front.,1,front. (translated to ko)
77,fully,1,fully (translated to ko)
77,lower,1,lower (translated to ko)
77,fork.,1,fork. (translated to ko)
78,password,2,password (translated to ko)
78,notes,1,notes (translated to ko)
78,on,2,on (translated to ko)
78,input:,1,input: (translated to ko)
78,1.,1,1. (translated to ko)
78,always,1,always (translated to ko)
78,operate,1,operate (translated to ko)
78,switches,1,switches (translated to ko)
78,displayed,2,displayed (translated to ko)
78,the,6,the (translated to ko)
78,display,1,display (translated to ko)
78,with,1,with (translated to ko)
78,a,3,a (translated to ko)
78,finger,1,finger (translated to ko)
78,tip.,1,tip. (translated to ko)
78,if,3,if (translated to ko)
78,sharp,1,sharp (translated to ko)
78,edged,1,edged (translated to ko)
78,tool,1,tool (translated to ko)
78,is,2,is (translated to ko)
78,"used,",1,"used, (translated to ko)"
78,switch,2,switch (translated to ko)
78,may,2,may (translated to ko)
78,be,3,be (translated to ko)
78,damaged.,1,damaged. (translated to ko)
78,2.,1,2. (translated to ko)
78,wrong,1,wrong (translated to ko)
78,input,1,input (translated to ko)
78,found,1,found (translated to ko)
78,"midway,",1,"midway, (translated to ko)"
78,turn,1,turn (translated to ko)
78,key,1,key (translated to ko)
78,to,1,to (translated to ko)
78,off,1,off (translated to ko)
78,and,1,and (translated to ko)
78,restart,1,restart (translated to ko)
78,from,1,from (translated to ko)
78,beginning.,1,beginning. (translated to ko)
78,mask,1,mask (translated to ko)
78,menu,1,menu (translated to ko)
78,cannot,1,cannot (translated to ko)
78,after,1,after (translated to ko)
78,several,1,several (translated to ko)
78,"attempts,",1,"attempts, (translated to ko)"
78,system,1,system (translated to ko)
78,faulty.,1,faulty. (translated to ko)
79,operation,2,operation (translated to ko)
79,on,3,on (translated to ko)
79,mask,2,mask (translated to ko)
79,menu,3,menu (translated to ko)
79,screen,3,screen (translated to ko)
79,procedure,1,procedure (translated to ko)
79,1.,1,1. (translated to ko)
79,input,1,input (translated to ko)
79,the,6,the (translated to ko)
79,password,1,password (translated to ko)
79,normal,1,normal (translated to ko)
79,function,4,function (translated to ko)
79,(as,1,(as (translated to ko)
79,explained,1,explained (translated to ko)
79,preceding,1,preceding (translated to ko)
79,page),1,page) (translated to ko)
79,to,2,to (translated to ko)
79,display,2,display (translated to ko)
79,screen.,1,screen. (translated to ko)
79,2.,1,2. (translated to ko)
79,select,1,select (translated to ko)
79,a,1,a (translated to ko)
79,desired,1,desired (translated to ko)
79,using,1,using (translated to ko)
79,switches,1,switches (translated to ko)
79,①,1,① (translated to ko)
79,and,2,and (translated to ko)
79,"②,",1,"②, (translated to ko)"
79,use,1,use (translated to ko)
79,switch,1,switch (translated to ko)
79,③,1,③ (translated to ko)
79,(set),1,(set) (translated to ko)
79,or,1,or (translated to ko)
79,setting,1,setting (translated to ko)
79,of,1,of (translated to ko)
79,selected,1,selected (translated to ko)
79,function.,1,function. (translated to ko)
80,analyzer,5,analyzer (translated to ko)
80,general,1,general (translated to ko)
80,1.,1,1. (translated to ko)
80,switching,1,switching (translated to ko)
80,the,28,the (translated to ko)
80,multi-display,1,multi-display (translated to ko)
80,to,5,to (translated to ko)
80,mode,1,mode (translated to ko)
80,permits,1,permits (translated to ko)
80,checks,1,checks (translated to ko)
80,of,8,of (translated to ko)
80,"traveling,",2,"traveling, (translated to ko)"
80,material,4,material (translated to ko)
80,"handling,",2,"handling, (translated to ko)"
80,ehps,2,ehps (translated to ko)
80,and,13,and (translated to ko)
80,sas,2,sas (translated to ko)
80,main,1,main (translated to ko)
80,"circuits,",1,"circuits, (translated to ko)"
80,operation,2,operation (translated to ko)
80,systems,1,systems (translated to ko)
80,such,1,such (translated to ko)
80,as,4,as (translated to ko)
80,accelerator,1,accelerator (translated to ko)
80,sensor,1,sensor (translated to ko)
80,functions,2,functions (translated to ko)
80,well,1,well (translated to ko)
80,detection,2,detection (translated to ko)
80,problem,1,problem (translated to ko)
80,components.,1,components. (translated to ko)
80,2.,1,2. (translated to ko)
80,full,2,full (translated to ko)
80,utilization,1,utilization (translated to ko)
80,helps,1,helps (translated to ko)
80,"quick,",1,"quick, (translated to ko)"
80,easy,1,easy (translated to ko)
80,servicing.,1,servicing. (translated to ko)
80,3.,1,3. (translated to ko)
80,supports,1,supports (translated to ko)
80,inspection,1,inspection (translated to ko)
80,control,2,control (translated to ko)
80,system,2,system (translated to ko)
80,troubleshooting,1,troubleshooting (translated to ko)
80,through,1,through (translated to ko)
80,communica-tion,1,communica-tion (translated to ko)
80,with,2,with (translated to ko)
80,traveling/material,1,traveling/material (translated to ko)
80,handling,3,handling (translated to ko)
80,controller.,2,controller. (translated to ko)
80,4.,1,4. (translated to ko)
80,has,1,has (translated to ko)
80,following,1,following (translated to ko)
80,functions:,1,functions: (translated to ko)
80,(1),1,(1) (translated to ko)
80,diagnosis,2,diagnosis (translated to ko)
80,memory,1,memory (translated to ko)
80,function,4,function (translated to ko)
80,(diag,1,(diag (translated to ko)
80,memory),1,memory) (translated to ko)
80,controller,2,controller (translated to ko)
80,stores,1,stores (translated to ko)
80,up,1,up (translated to ko)
80,10,1,10 (translated to ko)
80,error,3,error (translated to ko)
80,codes,2,codes (translated to ko)
80,(diagnosis,1,(diagnosis (translated to ko)
80,codes),1,codes) (translated to ko)
80,detected,2,detected (translated to ko)
80,in,5,in (translated to ko)
80,electrical,2,electrical (translated to ko)
80,past.,1,past. (translated to ko)
80,reads,1,reads (translated to ko)
80,these,1,these (translated to ko)
80,indicates,1,indicates (translated to ko)
80,them,1,them (translated to ko)
80,on,2,on (translated to ko)
80,display.,1,display. (translated to ko)
80,each,4,each (translated to ko)
80,code,1,code (translated to ko)
80,is,1,is (translated to ko)
80,displayed,2,displayed (translated to ko)
80,its,1,its (translated to ko)
80,time,1,time (translated to ko)
80,key,1,key (translated to ko)
80,hour,1,hour (translated to ko)
80,meter,1,meter (translated to ko)
80,reading.,1,reading. (translated to ko)
80,(2),1,(2) (translated to ko)
80,in/out,1,in/out (translated to ko)
80,monitor,1,monitor (translated to ko)
80,(i/o,1,(i/o (translated to ko)
